SYSTOLIC_PRESSURE,DIASTOLIC_PRESSURE,HEART_RATE,PULSE_RATE,BLOOD_VISCOSITY,EMOTION
178,99,91,91,0.395608,ANGRY
133,89,83,83,0.408948,STRESSED
131,83,82,82,0.397208,STRESSED
148,98,106,106,0.383565,ANGRY
131,80,81,81,0.39861,STRESSED
124,82,63,63,0.345749,DEPRESSED
122,79,64,64,0.343668,DEPRESSED
117,80,58,58,0.321528881,HAPPY
117,79,66,66,0.325289,HAPPY
127,81,65,65,0.331818,DEPRESSED
120,81,57,57,0.327336,HAPPY
119,78,71,71,0.321301525,HAPPY
119,78,57,57,0.334212,HAPPY
134,88,83,83,0.391034,STRESSED
119,79,67,67,0.331759886,HAPPY
163,100,88,88,0.367156,ANGRY
127,77,63,63,0.371767,SAD
115,81,62,62,0.322698614,HAPPY
118,78,73,73,0.327856555,HAPPY
134,88,86,86,0.403319,STRESSED
144,89,106,106,0.391977,ANGRY
128,81,65,65,0.304839,DEPRESSED
133,80,87,87,0.405900746,STRESSED
160,91,98,98,0.398373,ANGRY
115,81,68,68,0.329619,HAPPY
126,79,67,67,0.302081,DEPRESSED
126,80,63,63,0.331052,DEPRESSED
135,86,87,87,0.406619424,STRESSED
119,79,63,63,0.321186,HAPPY
126,78,67,67,0.381604,SAD
166,93,84,84,0.392573,ANGRY
177,90,100,100,0.358554,ANGRY
124,77,61,61,0.313155,DEPRESSED
120,78,59,59,0.32285859,HAPPY
144,86,88,88,0.376626,ANGRY
120,79,63,63,0.349934,DEPRESSED
128,80,64,64,0.310488,DEPRESSED
129,78,69,69,0.383804,SAD
121,81,72,72,0.325093405,HAPPY
118,80,70,70,0.322894,HAPPY
139,87,86,86,0.390829838,STRESSED
121,79,65,65,0.349708,DEPRESSED
135,85,83,83,0.406845774,STRESSED
118,80,63,63,0.339263,HAPPY
120,78,59,59,0.332543616,HAPPY
121,78,62,62,0.335684078,HAPPY
126,81,69,69,0.392483,SAD
142,94,82,82,0.370161,ANGRY
117,80,57,57,0.339233,HAPPY
131,81,85,85,0.418191899,STRESSED
130,78,72,72,0.37279,SAD
116,79,73,73,0.321021,HAPPY
120,79,61,61,0.393641,SAD
170,89,115,115,0.373905,ANGRY
115,81,69,69,0.324621,HAPPY
118,80,59,59,0.324219672,HAPPY
120,77,63,63,0.303514,DEPRESSED
115,79,58,58,0.333805879,HAPPY
162,91,92,92,0.397057,ANGRY
125,79,66,66,0.397533,SAD
130,83,81,81,0.406017,STRESSED
131,85,79,79,0.414256,STRESSED
117,78,71,71,0.339797,HAPPY
139,80,87,87,0.395233804,STRESSED
122,78,66,66,0.319659,DEPRESSED
120,81,60,60,0.346069,DEPRESSED
115,81,68,68,0.336842,HAPPY
131,84,79,79,0.40774,STRESSED
122,80,68,68,0.309326,DEPRESSED
117,78,58,58,0.331204598,HAPPY
120,78,64,64,0.333564935,HAPPY
116,81,60,60,0.333939307,HAPPY
115,81,67,67,0.324015771,HAPPY
124,82,66,66,0.340224,DEPRESSED
115,79,67,67,0.324542,HAPPY
127,81,65,65,0.306249,DEPRESSED
138,88,83,83,0.39029876,STRESSED
172,97,92,92,0.376715,ANGRY
130,88,86,86,0.393527,STRESSED
121,79,67,67,0.321021308,HAPPY
121,80,74,74,0.339382,HAPPY
122,81,67,67,0.394267,SAD
137,87,86,86,0.418599468,STRESSED
180,96,112,112,0.388033,ANGRY
129,79,64,64,0.302725,DEPRESSED
158,86,83,83,0.385716,ANGRY
118,81,63,63,0.323766,HAPPY
126,80,61,61,0.332925,DEPRESSED
118,78,59,59,0.321248148,HAPPY
128,78,61,61,0.386915,SAD
129,78,65,65,0.387374,SAD
171,88,98,98,0.390562,ANGRY
132,81,81,81,0.410474237,STRESSED
124,77,68,68,0.377004,SAD
119,81,74,74,0.322628398,HAPPY
126,80,69,69,0.385962,SAD
125,77,64,64,0.379498,SAD
119,81,73,73,0.336892,HAPPY
115,81,73,73,0.324924,HAPPY
124,79,61,61,0.317131,DEPRESSED
115,81,69,69,0.336597,HAPPY
120,80,67,67,0.302206,DEPRESSED
150,92,86,86,0.375789,ANGRY
135,80,83,83,0.404066,STRESSED
119,80,62,62,0.323284,HAPPY
140,84,86,86,0.407553008,STRESSED
143,94,92,92,0.366339,ANGRY
132,87,87,87,0.415371,STRESSED
115,80,64,64,0.335982,HAPPY
127,81,67,67,0.314699,DEPRESSED
125,80,70,70,0.395343,SAD
136,80,82,82,0.410858793,STRESSED
135,88,78,78,0.402594,STRESSED
159,85,95,95,0.354969,ANGRY
126,80,68,68,0.328727,DEPRESSED
130,87,81,81,0.394703,STRESSED
120,78,63,63,0.336793,HAPPY
136,85,82,82,0.417148385,STRESSED
123,79,70,70,0.390506,SAD
115,80,57,57,0.332557,HAPPY
124,80,64,64,0.311379,DEPRESSED
125,78,69,69,0.398211,SAD
154,85,83,83,0.392458,ANGRY
140,86,78,78,0.395548998,STRESSED
119,80,71,71,0.320485951,HAPPY
131,80,84,84,0.418571,STRESSED
120,78,70,70,0.323172,HAPPY
134,86,83,83,0.402759494,STRESSED
172,100,100,100,0.385018,ANGRY
121,80,66,66,0.319051,DEPRESSED
116,81,70,70,0.326865,HAPPY
120,81,68,68,0.338892,HAPPY
132,85,86,86,0.419456,STRESSED
128,79,63,63,0.326615,DEPRESSED
142,98,85,85,0.394639,ANGRY
117,81,74,74,0.320576,HAPPY
132,81,78,78,0.418955265,STRESSED
131,84,84,84,0.417875345,STRESSED
130,78,62,62,0.374677,SAD
116,78,74,74,0.330447,HAPPY
117,80,64,64,0.328643336,HAPPY
127,77,70,70,0.370188,SAD
120,79,63,63,0.32225,HAPPY
168,93,96,96,0.350622,ANGRY
117,79,57,57,0.323256,HAPPY
133,81,81,81,0.411492,STRESSED
128,79,66,66,0.311666,DEPRESSED
139,81,83,83,0.415885,STRESSED
125,80,68,68,0.394305,SAD
119,78,73,73,0.321014,HAPPY
121,81,73,73,0.33621707,HAPPY
128,80,68,68,0.320243,DEPRESSED
130,88,81,81,0.399728,STRESSED
130,84,82,82,0.399247307,STRESSED
118,80,62,62,0.335483,HAPPY
133,82,86,86,0.397341,STRESSED
136,82,78,78,0.4109,STRESSED
116,79,67,67,0.334130346,HAPPY
128,80,62,62,0.335758,DEPRESSED
121,82,67,67,0.341403,DEPRESSED
119,81,57,57,0.327804,HAPPY
134,89,83,83,0.416274,STRESSED
129,78,64,64,0.304481,DEPRESSED
116,78,66,66,0.331287,HAPPY
135,89,81,81,0.395061,STRESSED
124,78,60,60,0.343853,DEPRESSED
119,78,59,59,0.327213,HAPPY
168,86,82,82,0.356337,ANGRY
122,82,66,66,0.346814,DEPRESSED
157,90,89,89,0.38495,ANGRY
119,79,71,71,0.323993,HAPPY
123,80,69,69,0.392544,SAD
123,79,62,62,0.332689,DEPRESSED
130,81,66,66,0.380138,SAD
172,97,96,96,0.358748,ANGRY
134,82,81,81,0.417812,STRESSED
121,78,63,63,0.345961,DEPRESSED
118,79,60,60,0.339894,HAPPY
151,99,101,101,0.386285,ANGRY
120,77,62,62,0.344755,DEPRESSED
125,79,64,64,0.348837,DEPRESSED
156,85,103,103,0.387396,ANGRY
115,81,73,73,0.331565,HAPPY
133,84,84,84,0.40551362,STRESSED
133,81,78,78,0.409617019,STRESSED
139,89,83,83,0.392579,STRESSED
130,82,84,84,0.418227,STRESSED
126,77,61,61,0.31548,DEPRESSED
116,79,62,62,0.323891,HAPPY
129,77,63,63,0.34905,DEPRESSED
125,79,65,65,0.372746,SAD
121,80,65,65,0.331462,HAPPY
134,80,85,85,0.394066527,STRESSED
126,80,65,65,0.325544,DEPRESSED
131,81,83,83,0.393545244,STRESSED
116,79,65,65,0.32071,HAPPY
137,85,78,78,0.401223,STRESSED
135,84,86,86,0.401936,STRESSED
115,78,70,70,0.338995,HAPPY
164,97,84,84,0.38436,ANGRY
128,77,72,72,0.372377,SAD
119,80,58,58,0.334681,HAPPY
118,78,74,74,0.336342,HAPPY
127,78,66,66,0.345762,DEPRESSED
131,82,79,79,0.403643,STRESSED
139,87,86,86,0.392281,STRESSED
132,84,85,85,0.397412864,STRESSED
125,82,63,63,0.346919,DEPRESSED
137,81,82,82,0.414004,STRESSED
140,80,86,86,0.400321,STRESSED
115,78,59,59,0.321889595,HAPPY
180,96,110,110,0.384403,ANGRY
128,78,64,64,0.303847,DEPRESSED
119,79,73,73,0.338833,HAPPY
121,81,65,65,0.337206,DEPRESSED
126,81,70,70,0.389829,SAD
118,78,58,58,0.322936,HAPPY
127,82,67,67,0.313211,DEPRESSED
121,81,74,74,0.336769,HAPPY
118,80,74,74,0.338658,HAPPY
122,81,61,61,0.327646,DEPRESSED
174,92,96,96,0.393577,ANGRY
133,88,83,83,0.393022,STRESSED
157,97,89,89,0.398764,ANGRY
169,86,88,88,0.354518,ANGRY
116,80,65,65,0.322778255,HAPPY
121,81,59,59,0.337587,HAPPY
122,82,60,60,0.32327,DEPRESSED
122,80,63,63,0.314908,DEPRESSED
136,82,79,79,0.418077,STRESSED
135,80,81,81,0.418668,STRESSED
115,81,70,70,0.321433,HAPPY
121,78,65,65,0.320520061,HAPPY
165,90,101,101,0.383563,ANGRY
127,79,63,63,0.396573,SAD
124,81,63,63,0.387489,SAD
130,84,87,87,0.407250086,STRESSED
136,82,84,84,0.40439,STRESSED
125,80,69,69,0.395468,SAD
120,81,61,61,0.339881,HAPPY
126,81,63,63,0.375092,SAD
124,82,61,61,0.300808,DEPRESSED
123,77,68,68,0.348663,DEPRESSED
123,79,66,66,0.308349,DEPRESSED
120,78,68,68,0.301027,DEPRESSED
120,80,68,68,0.386542,SAD
116,78,59,59,0.326264,HAPPY
120,80,66,66,0.338492,HAPPY
120,79,69,69,0.331580057,HAPPY
121,77,70,70,0.381477,SAD
130,87,87,87,0.412858124,STRESSED
120,80,74,74,0.335143,HAPPY
128,77,60,60,0.394938,SAD
117,80,69,69,0.334486076,HAPPY
135,88,87,87,0.39880595,STRESSED
162,90,97,97,0.362202,ANGRY
161,91,103,103,0.391887,ANGRY
127,79,68,68,0.306485,DEPRESSED
121,79,67,67,0.306035,DEPRESSED
138,85,85,85,0.392602,STRESSED
140,84,83,83,0.411772,STRESSED
160,94,92,92,0.378768,ANGRY
173,95,92,92,0.373391,ANGRY
135,84,84,84,0.404647,STRESSED
139,87,79,79,0.412843221,STRESSED
179,97,99,99,0.399201,ANGRY
132,80,79,79,0.418771917,STRESSED
121,79,67,67,0.337092,HAPPY
119,78,65,65,0.333376,HAPPY
130,77,67,67,0.384769,SAD
146,87,105,105,0.362732,ANGRY
121,80,62,62,0.326547,HAPPY
137,84,83,83,0.410709,STRESSED
135,81,78,78,0.411208602,STRESSED
118,78,74,74,0.326196,HAPPY
133,85,81,81,0.406808,STRESSED
140,86,85,85,0.401124449,STRESSED
117,79,62,62,0.321865215,HAPPY
120,79,65,65,0.329523,HAPPY
125,82,65,65,0.309567,DEPRESSED
126,82,67,67,0.341169,DEPRESSED
126,77,65,65,0.309506,DEPRESSED
119,79,62,62,0.33178,HAPPY
121,78,70,70,0.326293,HAPPY
116,79,66,66,0.328405,HAPPY
121,79,71,71,0.327448367,HAPPY
120,78,67,67,0.389137,SAD
121,80,70,70,0.330078147,HAPPY
130,77,67,67,0.371284,SAD
139,88,79,79,0.408022,STRESSED
176,94,102,102,0.364801,ANGRY
127,77,61,61,0.386946,SAD
120,80,64,64,0.334178934,HAPPY
140,85,80,80,0.414324,STRESSED
129,79,67,67,0.311972,DEPRESSED
134,86,82,82,0.41789,STRESSED
130,80,69,69,0.391459,SAD
136,84,84,84,0.418497,STRESSED
120,78,61,61,0.383971,SAD
132,87,85,85,0.413394,STRESSED
130,86,78,78,0.413669,STRESSED
170,96,102,102,0.359156,ANGRY
118,81,67,67,0.331793,HAPPY
155,100,111,111,0.394164,ANGRY
120,81,64,64,0.322837,HAPPY
132,82,86,86,0.39201136,STRESSED
124,80,60,60,0.382834,SAD
120,78,61,61,0.329459,DEPRESSED
130,87,85,85,0.410895,STRESSED
122,77,68,68,0.384786,SAD
121,80,61,61,0.312906,DEPRESSED
127,79,62,62,0.376768,SAD
127,79,65,65,0.34731,DEPRESSED
120,79,59,59,0.325596,HAPPY
120,80,69,69,0.321592,HAPPY
120,80,68,68,0.339797,DEPRESSED
127,77,66,66,0.301737,DEPRESSED
121,81,60,60,0.323890721,HAPPY
128,78,61,61,0.308966,DEPRESSED
138,88,83,83,0.411803237,STRESSED
132,80,83,83,0.409625,STRESSED
134,81,86,86,0.413858,STRESSED
126,78,65,65,0.331545,DEPRESSED
128,78,69,69,0.372887,SAD
120,81,65,65,0.327332,HAPPY
135,86,84,84,0.411455,STRESSED
120,81,61,61,0.336345,HAPPY
135,83,84,84,0.417408156,STRESSED
172,93,109,109,0.350613,ANGRY
140,83,86,86,0.41758,STRESSED
138,85,78,78,0.39016818,STRESSED
118,81,69,69,0.332053552,HAPPY
134,87,87,87,0.406346357,STRESSED
126,81,64,64,0.38959,SAD
119,79,68,68,0.336945,HAPPY
129,78,69,69,0.39164,SAD
119,79,62,62,0.330432,HAPPY
124,80,62,62,0.378629,SAD
132,81,83,83,0.414293,STRESSED
130,82,80,80,0.393541,STRESSED
160,86,102,102,0.354728,ANGRY
132,87,85,85,0.402415,STRESSED
115,79,58,58,0.330778,HAPPY
119,81,71,71,0.335928,HAPPY
154,99,82,82,0.372692,ANGRY
174,96,82,82,0.371194,ANGRY
122,80,66,66,0.34418,DEPRESSED
115,79,60,60,0.332452,HAPPY
134,80,78,78,0.390911,STRESSED
129,79,60,60,0.394237,SAD
121,80,67,67,0.333897,DEPRESSED
132,80,82,82,0.40578202,STRESSED
123,82,64,64,0.323324,DEPRESSED
142,85,109,109,0.379388,ANGRY
117,81,72,72,0.323327,HAPPY
119,80,66,66,0.335978339,HAPPY
116,79,68,68,0.321907968,HAPPY
139,89,81,81,0.396406,STRESSED
121,79,60,60,0.32162,DEPRESSED
138,80,83,83,0.398025381,STRESSED
122,80,63,63,0.304715,DEPRESSED
136,80,85,85,0.401546148,STRESSED
129,79,63,63,0.391816,SAD
115,80,68,68,0.336123838,HAPPY
125,81,66,66,0.388623,SAD
119,79,70,70,0.323444,HAPPY
173,85,107,107,0.355168,ANGRY
123,82,66,66,0.321689,DEPRESSED
117,80,64,64,0.335819,HAPPY
132,83,79,79,0.403158,STRESSED
141,87,98,98,0.380126,ANGRY
134,86,80,80,0.390162542,STRESSED
123,79,64,64,0.33284,DEPRESSED
179,86,99,99,0.384271,ANGRY
123,81,64,64,0.371466,SAD
122,77,63,63,0.370727,SAD
115,81,66,66,0.33114,HAPPY
118,79,64,64,0.331379728,HAPPY
119,79,66,66,0.326986,HAPPY
116,78,69,69,0.32214,HAPPY
132,88,83,83,0.396352228,STRESSED
120,82,67,67,0.347117,DEPRESSED
135,86,85,85,0.416732,STRESSED
121,78,60,60,0.320748,HAPPY
135,85,79,79,0.398237,STRESSED
124,80,63,63,0.30903,DEPRESSED
129,78,62,62,0.323699,DEPRESSED
121,80,58,58,0.331639,HAPPY
115,81,61,61,0.326921472,HAPPY
135,89,80,80,0.414485894,STRESSED
120,80,70,70,0.321471935,HAPPY
135,89,87,87,0.414389,STRESSED
138,84,85,85,0.410701,STRESSED
128,78,64,64,0.388047,SAD
116,79,72,72,0.334624,HAPPY
139,88,82,82,0.401735,STRESSED
124,82,64,64,0.323648,DEPRESSED
125,81,71,71,0.391556,SAD
128,77,72,72,0.372537,SAD
136,81,81,81,0.406668692,STRESSED
128,80,66,66,0.331068,DEPRESSED
145,92,88,88,0.352745,ANGRY
129,78,65,65,0.373987,SAD
120,81,66,66,0.393123,SAD
122,81,61,61,0.328857,DEPRESSED
123,80,61,61,0.347951,DEPRESSED
147,94,86,86,0.365504,ANGRY
140,81,86,86,0.402545,STRESSED
122,82,68,68,0.301538,DEPRESSED
117,78,63,63,0.327966,HAPPY
134,87,82,82,0.399711,STRESSED
125,77,66,66,0.376839,SAD
127,81,62,62,0.331302,DEPRESSED
133,82,85,85,0.416255827,STRESSED
177,94,84,84,0.378499,ANGRY
121,80,63,63,0.32160708,HAPPY
128,77,60,60,0.33321,DEPRESSED
132,82,80,80,0.398527,STRESSED
121,80,67,67,0.322779,HAPPY
174,92,96,96,0.367494,ANGRY
117,79,64,64,0.328548,HAPPY
115,78,58,58,0.339247,HAPPY
134,87,86,86,0.401057118,STRESSED
129,77,66,66,0.341171,DEPRESSED
136,89,87,87,0.397456944,STRESSED
118,80,72,72,0.334351,HAPPY
127,79,61,61,0.387233,SAD
128,77,66,66,0.398358,SAD
121,78,63,63,0.326847,DEPRESSED
146,91,89,89,0.378104,ANGRY
140,83,86,86,0.391056,STRESSED
119,78,68,68,0.339746543,HAPPY
134,86,80,80,0.407196,STRESSED
143,94,104,104,0.395484,ANGRY
137,87,83,83,0.418504084,STRESSED
163,97,97,97,0.376446,ANGRY
131,86,85,85,0.394182599,STRESSED
130,85,82,82,0.399060095,STRESSED
126,81,60,60,0.326842,DEPRESSED
124,81,64,64,0.381061,SAD
130,80,81,81,0.393525219,STRESSED
120,80,64,64,0.330667,HAPPY
130,85,84,84,0.390568,STRESSED
125,77,72,72,0.378597,SAD
130,83,82,82,0.414227,STRESSED
131,86,82,82,0.401389046,STRESSED
121,79,66,66,0.321716823,HAPPY
156,87,88,88,0.367336,ANGRY
129,82,63,63,0.34302,DEPRESSED
148,91,95,95,0.370713,ANGRY
120,81,59,59,0.320753,HAPPY
121,80,73,73,0.332585,HAPPY
143,85,104,104,0.368204,ANGRY
179,100,99,99,0.350346,ANGRY
136,87,85,85,0.408512,STRESSED
134,83,80,80,0.418588,STRESSED
141,100,98,98,0.398214,ANGRY
125,79,62,62,0.370446,SAD
116,78,74,74,0.332601,HAPPY
162,96,88,88,0.359465,ANGRY
132,88,82,82,0.416608276,STRESSED
151,89,108,108,0.359556,ANGRY
134,87,82,82,0.392955013,STRESSED
166,95,100,100,0.373654,ANGRY
138,82,80,80,0.409103,STRESSED
128,80,67,67,0.374803,SAD
127,77,61,61,0.313338,DEPRESSED
121,79,63,63,0.338953726,HAPPY
120,78,61,61,0.322305,HAPPY
124,78,65,65,0.382753,SAD
128,80,61,61,0.398802,SAD
179,92,94,94,0.398852,ANGRY
137,86,78,78,0.416178,STRESSED
155,97,95,95,0.354638,ANGRY
132,86,78,78,0.407935,STRESSED
127,79,67,67,0.388238,SAD
128,77,63,63,0.33508,DEPRESSED
129,79,63,63,0.305667,DEPRESSED
140,88,86,86,0.391919,STRESSED
137,81,84,84,0.402409,STRESSED
137,80,83,83,0.391254336,STRESSED
122,77,65,65,0.379691,SAD
130,88,83,83,0.396564761,STRESSED
131,88,86,86,0.394408,STRESSED
115,81,71,71,0.327408,HAPPY
117,81,74,74,0.32444,HAPPY
132,81,79,79,0.417135,STRESSED
149,95,86,86,0.387491,ANGRY
130,85,83,83,0.395456,STRESSED
121,81,62,62,0.393058,SAD
122,77,68,68,0.31826,DEPRESSED
128,77,62,62,0.39303,SAD
159,92,103,103,0.387676,ANGRY
119,80,73,73,0.338807,HAPPY
116,79,61,61,0.328928025,HAPPY
116,79,68,68,0.325056,HAPPY
121,78,64,64,0.332935,DEPRESSED
125,82,68,68,0.316248,DEPRESSED
130,84,87,87,0.412343131,STRESSED
125,81,62,62,0.393591,SAD
160,88,107,107,0.387296,ANGRY
139,87,81,81,0.412975094,STRESSED
138,88,79,79,0.393341777,STRESSED
121,80,66,66,0.309114,DEPRESSED
129,77,68,68,0.378569,SAD
127,77,72,72,0.381763,SAD
133,87,80,80,0.410874392,STRESSED
129,79,60,60,0.343155,DEPRESSED
120,79,64,64,0.323251,HAPPY
128,80,66,66,0.348083,DEPRESSED
121,78,58,58,0.331635305,HAPPY
119,80,61,61,0.338818,HAPPY
125,80,61,61,0.346649,DEPRESSED
141,93,89,89,0.377673,ANGRY
120,80,58,58,0.330029,HAPPY
121,80,60,60,0.324983,HAPPY
120,77,60,60,0.389126,SAD
119,78,69,69,0.324072,HAPPY
176,95,103,103,0.35862,ANGRY
136,80,82,82,0.415730637,STRESSED
168,97,83,83,0.388814,ANGRY
122,80,69,69,0.399664,SAD
136,88,81,81,0.406158505,STRESSED
116,80,71,71,0.332867,HAPPY
156,93,89,89,0.351871,ANGRY
152,100,113,113,0.385952,ANGRY
131,83,83,83,0.405937106,STRESSED
116,79,57,57,0.337804,HAPPY
118,79,69,69,0.333610751,HAPPY
121,80,61,61,0.376774,SAD
125,80,64,64,0.341945,DEPRESSED
168,89,97,97,0.376742,ANGRY
133,82,82,82,0.401209493,STRESSED
120,80,57,57,0.330884,HAPPY
136,85,82,82,0.398311,STRESSED
122,81,63,63,0.300362,DEPRESSED
162,93,100,100,0.372962,ANGRY
149,98,91,91,0.387394,ANGRY
115,78,64,64,0.322395,HAPPY
131,85,79,79,0.408007,STRESSED
129,80,64,64,0.329536,DEPRESSED
156,99,89,89,0.374715,ANGRY
126,81,64,64,0.312053,DEPRESSED
116,78,67,67,0.324812,HAPPY
140,88,79,79,0.394054195,STRESSED
130,80,72,72,0.374448,SAD
121,78,71,71,0.328533,HAPPY
153,86,89,89,0.368709,ANGRY
138,80,83,83,0.401648,STRESSED
135,86,85,85,0.416914811,STRESSED
146,98,90,90,0.392043,ANGRY
126,77,72,72,0.370443,SAD
130,87,81,81,0.413484,STRESSED
135,82,82,82,0.405474,STRESSED
174,86,89,89,0.397104,ANGRY
138,81,81,81,0.393723897,STRESSED
119,79,66,66,0.32047277,HAPPY
172,88,85,85,0.383479,ANGRY
149,94,92,92,0.362283,ANGRY
129,82,68,68,0.313374,DEPRESSED
138,88,85,85,0.402773486,STRESSED
129,77,60,60,0.387494,SAD
118,80,67,67,0.333797,HAPPY
164,99,86,86,0.372412,ANGRY
115,78,64,64,0.321280953,HAPPY
121,81,64,64,0.327668,HAPPY
126,78,67,67,0.33256,DEPRESSED
138,84,87,87,0.399003,STRESSED
137,85,78,78,0.394281676,STRESSED
128,81,67,67,0.3944,SAD
115,78,73,73,0.335368,HAPPY
119,79,63,63,0.3283,HAPPY
125,80,66,66,0.372131,SAD
129,79,60,60,0.387784,SAD
118,79,73,73,0.320825503,HAPPY
119,80,63,63,0.337008147,HAPPY
120,77,68,68,0.313709,DEPRESSED
136,88,82,82,0.415991257,STRESSED
132,82,79,79,0.393518211,STRESSED
119,79,68,68,0.33621285,HAPPY
126,77,66,66,0.394404,SAD
117,81,72,72,0.338461407,HAPPY
123,78,62,62,0.302519,DEPRESSED
133,85,85,85,0.405744035,STRESSED
118,78,66,66,0.321177,HAPPY
115,79,65,65,0.326319,HAPPY
131,81,86,86,0.405133,STRESSED
120,81,68,68,0.327123,HAPPY
115,78,69,69,0.33889,HAPPY
116,81,62,62,0.32825,HAPPY
130,80,71,71,0.391204,SAD
161,100,101,101,0.361651,ANGRY
120,82,60,60,0.317191,DEPRESSED
167,92,99,99,0.362434,ANGRY
122,78,61,61,0.347858,DEPRESSED
121,78,68,68,0.329665214,HAPPY
168,94,112,112,0.392983,ANGRY
129,82,65,65,0.314981,DEPRESSED
125,79,70,70,0.396492,SAD
172,96,82,82,0.381149,ANGRY
119,80,63,63,0.327099,HAPPY
139,80,83,83,0.417026,STRESSED
132,86,81,81,0.401387261,STRESSED
128,78,68,68,0.390608,SAD
123,80,61,61,0.379266,SAD
133,88,79,79,0.39338,STRESSED
129,78,67,67,0.304982,DEPRESSED
118,81,57,57,0.32941,HAPPY
115,78,68,68,0.333461,HAPPY
126,78,62,62,0.381592,SAD
128,82,65,65,0.339054,DEPRESSED
139,84,82,82,0.391667659,STRESSED
116,78,66,66,0.323012526,HAPPY
165,92,87,87,0.351587,ANGRY
119,80,66,66,0.337375937,HAPPY
131,88,79,79,0.409356923,STRESSED
118,79,62,62,0.324883,HAPPY
124,81,64,64,0.317734,DEPRESSED
173,95,82,82,0.368618,ANGRY
117,81,73,73,0.326311,HAPPY
156,93,95,95,0.384727,ANGRY
138,88,83,83,0.40676637,STRESSED
119,80,59,59,0.330504,HAPPY
136,85,83,83,0.401429,STRESSED
124,79,68,68,0.322527,DEPRESSED
121,78,61,61,0.309715,DEPRESSED
137,87,87,87,0.4071859,STRESSED
153,88,83,83,0.393373,ANGRY
121,78,67,67,0.370658,SAD
124,80,62,62,0.337116,DEPRESSED
146,90,92,92,0.381115,ANGRY
152,97,109,109,0.364898,ANGRY
137,86,82,82,0.418707774,STRESSED
124,77,63,63,0.389805,SAD
131,87,82,82,0.39407,STRESSED
129,79,62,62,0.311365,DEPRESSED
139,83,86,86,0.418806785,STRESSED
146,98,106,106,0.362471,ANGRY
117,81,62,62,0.32057,HAPPY
117,80,68,68,0.337704,HAPPY
129,77,67,67,0.310548,DEPRESSED
120,79,60,60,0.333933864,HAPPY
125,77,65,65,0.386556,SAD
158,92,104,104,0.3563,ANGRY
132,89,84,84,0.398088,STRESSED
120,80,67,67,0.333596,HAPPY
129,80,60,60,0.345885,DEPRESSED
136,81,81,81,0.391141,STRESSED
173,92,102,102,0.385406,ANGRY
130,82,79,79,0.411151,STRESSED
156,89,97,97,0.366728,ANGRY
137,86,80,80,0.395864963,STRESSED
168,85,111,111,0.363047,ANGRY
123,80,64,64,0.334684,DEPRESSED
139,83,80,80,0.390295,STRESSED
128,78,64,64,0.397337,SAD
118,79,64,64,0.335549448,HAPPY
136,81,84,84,0.405410094,STRESSED
119,81,60,60,0.337426,HAPPY
120,81,68,68,0.334638,HAPPY
157,91,101,101,0.386126,ANGRY
136,82,82,82,0.410065066,STRESSED
138,88,82,82,0.403272,STRESSED
131,87,85,85,0.411033983,STRESSED
136,87,80,80,0.399517183,STRESSED
130,85,87,87,0.395087204,STRESSED
121,80,73,73,0.322882,HAPPY
115,78,61,61,0.329088614,HAPPY
117,80,61,61,0.328803,HAPPY
126,79,72,72,0.383086,SAD
130,89,85,85,0.402456,STRESSED
127,81,64,64,0.30954,DEPRESSED
128,80,68,68,0.340291,DEPRESSED
121,79,64,64,0.324181538,HAPPY
163,99,100,100,0.354627,ANGRY
120,79,60,60,0.32859477,HAPPY
124,78,66,66,0.376937,SAD
118,81,59,59,0.339179,HAPPY
125,80,65,65,0.3775,SAD
125,79,65,65,0.300235,DEPRESSED
129,82,65,65,0.334746,DEPRESSED
131,89,82,82,0.412348,STRESSED
123,79,70,70,0.382083,SAD
138,83,87,87,0.395386,STRESSED
132,89,85,85,0.407156579,STRESSED
126,82,66,66,0.321172,DEPRESSED
118,80,60,60,0.324662784,HAPPY
117,81,65,65,0.32945,HAPPY
118,80,74,74,0.332772,HAPPY
140,89,78,78,0.409392,STRESSED
128,78,68,68,0.394236,SAD
118,78,61,61,0.338879265,HAPPY
137,85,84,84,0.408816,STRESSED
121,78,67,67,0.309663,DEPRESSED
141,98,98,98,0.355051,ANGRY
121,78,67,67,0.312037,DEPRESSED
121,82,62,62,0.32747,DEPRESSED
116,79,67,67,0.326135,HAPPY
174,88,109,109,0.387504,ANGRY
130,87,80,80,0.417194,STRESSED
144,96,85,85,0.379202,ANGRY
124,79,61,61,0.371781,SAD
121,78,71,71,0.383619,SAD
134,88,80,80,0.416060181,STRESSED
122,78,64,64,0.371929,SAD
135,87,86,86,0.393965,STRESSED
128,80,65,65,0.300389,DEPRESSED
121,80,67,67,0.318154,DEPRESSED
130,89,80,80,0.395836395,STRESSED
130,88,81,81,0.401815,STRESSED
121,81,66,66,0.328449,DEPRESSED
119,81,67,67,0.332948,HAPPY
120,81,69,69,0.321341701,HAPPY
138,88,84,84,0.39174881,STRESSED
132,85,82,82,0.396794867,STRESSED
131,80,80,80,0.396209514,STRESSED
122,78,60,60,0.327134,DEPRESSED
115,79,73,73,0.322892,HAPPY
120,80,65,65,0.327765,HAPPY
154,100,100,100,0.357816,ANGRY
121,78,73,73,0.329178,HAPPY
